Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Hospital
E형 간염,관절통,구토,피로,고열,황색 피부,어두운 소변,식욕 감소,복통,눈의 황변,급성 간부전,혼수 상태,위 출혈,,,,,,종합병원
알코올성 간염,구토,황색 피부,복통,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,내과
알코올성 간염,황색 피부,복통,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,복통,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽창,알코올 섭취,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽창,복부 팽만,체액 과부하,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽창,복부 팽만,알코올 섭취,,,,,,,,,,,,내과
알코올성 간염,구토,황색 피부,복통,복부 팽창,복부 팽만,알코올 섭취,체액 과부하,,,,,,,,,,,내과
결핵,오한,구토,피로,체중 감소,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,종합병원
결핵,오한,구토,피로,체중 감소,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,종합병원
결핵,구토,피로,체중 감소,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,피로,체중 감소,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,체중 감소,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,피로,기침,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,피로,체중 감소,고열,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,피로,체중 감소,기침,숨가쁨,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,피로,체중 감소,기침,고열,발한,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
결핵,오한,구토,피로,체중 감소,기침,고열,숨가쁨,식욕 감소,약한 열,눈의 황변,림프절 부종,불쾌감,가래,가슴 통증,가래 속 혈액,,,종합병원
감기,지속적인 재채기,오한,피로,기침,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,종합병원
감기,지속적인 재채기,오한,피로,기침,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,종합병원
감기,오한,피로,기침,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,피로,기침,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,기침,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,피로,고열,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,피로,기침,두통,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,피로,기침,고열,림프절 부종,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,피로,기침,고열,두통,불쾌감,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
감기,지속적인 재채기,오한,피로,기침,고열,두통,림프절 부종,가래,목 자극,눈의 충혈,축농증,콧물,혼잡,가슴 통증,후각 상실,근육통,,종합병원
폐렴,오한,피로,기침,고열,숨가쁨,발한,불쾌감,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,기침,고열,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,호흡기내과
폐렴,오한,피로,기침,고열,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,호흡기내과
폐렴,피로,기침,고열,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,기침,고열,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,고열,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,기침,숨가쁨,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,기침,고열,발한,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,기침,고열,숨가쁨,불쾌감,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
폐렴,오한,피로,기침,고열,숨가쁨,발한,가래,가슴 통증,빠른 심장 박동,녹슨 가래,,,,,,,,호흡기내과
이형성 치질,변비,대변 시 통증,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,외과
이형성 치질,대변 시 통증,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,,외과
이형성 치질,변비,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,혈변,항문 자극,,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,항문 지역 통증,항문 자극,,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,항문 지역 통증,혈변,,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,외과
이형성 치질,변비,대변 시 통증,항문 지역 통증,혈변,항문 자극,,,,,,,,,,,,,외과
심장마비,구토,숨가쁨,발한,가슴 통증,,,,,,,,,,,,,,종합병원
심장마비,구토,숨가쁨,발한,가슴 통증,,,,,,,,,,,,,,종합병원
심장마비,숨가쁨,발한,가슴 통증,,,,,,,,,,,,,,,종합병원
심장마비,구토,발한,가슴 통증,,,,,,,,,,,,,,,종합병원
심장마비,구토,숨가쁨,가슴 통증,,,,,,,,,,,,,,,종합병원
심장마비,구토,숨가쁨,발한,,,,,,,,,,,,,,,종합병원
심장마비,구토,숨가쁨,발한,가슴 통증,,,,,,,,,,,,,,종합병원
심장마비,숨가쁨,발한,가슴 통증,,,,,,,,,,,,,,,종합병원
심장마비,구토,발한,가슴 통증,,,,,,,,,,,,,,,종합병원
심장마비,구토,숨가쁨,가슴 통증,,,,,,,,,,,,,,,종합병원
정맥류,피로,경련,멍,비만,다리 부종,혈관 부종,정강이의 두드러진 정맥,,,,,,,,,,,외과
정맥류,피로,경련,멍,비만,다리 부종,혈관 부종,정강이의 두드러진 정맥,,,,,,,,,,,외과
정맥류,경련,멍,비만,다리 부종,혈관 부종,정강이의 두드러진 정맥,,,,,,,,,,,,외과
정맥류,피로,멍,비만,다리 부종,혈관 부종,정강이의 두드러진 정맥,,,,,,,,,,,,외과
정맥류,피로,경련,비만,다리 부종,혈관 부종,정강이의 두드러진 정맥,,,,,,,,,,,,외과
정맥류,피로,경련,멍,다리 부종,혈관 부종,정강이의 두드러진 정맥,,,,,,,,,,,,외과
정맥류,피로,경련,멍,비만,혈관 부종,정강이의 두드러진 정맥,,,,,,,,,,,,외과
정맥류,피로,경련,멍,비만,다리 부종,정강이의 두드러진 정맥,,,,,,,,,,,,외과
정맥류,피로,경련,멍,비만,다리 부종,혈관 부종,,,,,,,,,,,,외과
정맥류,피로,경련,멍,비만,다리 부종,정강이의 두드러진 정맥,,,,,,,,,,,,외과
갑상선 기능 저하증,피로,체중 증가,손발 차가움,기분 변화,무기력,어지러움,얼굴과 눈의 부기,갑상선 비대,취약한 손톱,사지 부종,우울증,성미 급함,비정상적 월경,,,,,종합병원
갑상선 기능 저하증,피로,체중 증가,손발 차가움,기분 변화,무기력,어지러움,얼굴과 눈의 부기,갑상선 비대,취약한 손톱,사지 부종,우울증,성미 급함,비정상적 월경,,,,,종합병원
갑상선 기능 저하증,체중 증가,손발 차가움,기분 변화,무기력,어지러움,얼굴과 눈의 부기,갑상선 비대,취약한 손톱,사지 부종,우울증,성미 급함,비정상적 월경,,,,,,종합병원
갑상선 기능 저하증,체중 증가,손발 차가움,기분 변화,무기력,어지러움,얼굴과 눈의 부기,갑상선 비대,취약한 손톱,사지 부종,우울증,성미 급함,비정상적 월경,,,,,,종합병원
갑상선 기능 저하증,피로,손발 차가움,기분 변화,무기력,어지러움,얼굴과 눈의 부기,갑상선 비대,취약한 손톱,사지 부종,우울증,성미 급함,비정상적 월경,,,,,,종합병원
갑상선 기능 저하증,피로,체중 증가,기분 변화,무기력,어지러움,얼굴과 눈의 부기,갑상선 비대,취약한 손톱,사지 부종,우울증,성미 급함,비정상적 월경,,,,,,종합병원
갑상선 기능 저하증,피로,체중 증가,손발 차가움,무기력,어지러움,얼굴과 눈의 부기,갑상선 비대,취약한 손톱,사지 부종,우울증,성미 급함,비정상적 월경,,,,,,종합병원
갑상선 기능 저하증,피로,체중 증가,손발 차가움,기분 변화,어지러움,얼굴과 눈의 부기,갑상선 비대,취약한 손톱,사지 부종,우울증,성미 급함,비정상적 월경,,,,,,종합병원
갑상선 기능 저하증,피로,체중 증가,손발 차가움,기분 변화,무기력,얼굴과 눈의 부기,갑상선 비대,취약한 손톱,사지 부종,우울증,성미 급함,비정상적 월경,,,,,,종합병원
갑상선 기능 저하증,피로,체중 증가,손발 차가움,기분 변화,무기력,어지러움,갑상선 비대,취약한 손톱,사지 부종,우울증,성미 급함,비정상적 월경,,,,,,종합병원
갑상선 기능 항진증,피로,기분 변화,체중 감소,불안정,발한,설사,빠른 심장 박동,과도한 허기,근육 약화,성미 급함,비정상적 월경,,,,,,,종합병원
갑상선 기능 항진증,피로,기분 변화,체중 감소,불안정,발한,설사,빠른 심장 박동,과도한 허기,근육 약화,성미 급함,비정상적 월경,,,,,,,종합병원
갑상선 기능 항진증,기분 변화,체중 감소,불안정,발한,설사,빠른 심장 박동,과도한 허기,근육 약화,성미 급함,비정상적 월경,,,,,,,,종합병원
갑상선 기능 항진증,피로,체중 감소,불안정,발한,설사,빠른 심장 박동,과도한 허기,근육 약화,성미 급함,비정상적 월경,,,,,,,,종합병원
갑상선 기능 항진증,피로,기분 변화,불안정,발한,설사,빠른 심장 박동,과도한 허기,근육 약화,성미 급함,비정상적 월경,,,,,,,,종합병원
갑상선 기능 항진증,피로,기분 변화,체중 감소,발한,설사,빠른 심장 박동,과도한 허기,근육 약화,성미 급함,비정상적 월경,,,,,,,,종합병원
갑상선 기능 항진증,피로,기분 변화,체중 감소,불안정,설사,빠른 심장 박동,과도한 허기,근육 약화,성미 급함,비정상적 월경,,,,,,,,종합병원
갑상선 기능 항진증,피로,기분 변화,체중 감소,불안정,발한,빠른 심장 박동,과도한 허기,근육 약화,성미 급함,비정상적 월경,,,,,,,,종합병원
갑상선 기능 항진증,피로,기분 변화,체중 감소,불안정,발한,설사,과도한 허기,근육 약화,성미 급함,비정상적 월경,,,,,,,,종합병원
갑상선 기능 항진증,피로,기분 변화,체중 감소,불안정,발한,설사,빠른 심장 박동,근육 약화,성미 급함,비정상적 월경,,,,,,,,종합병원
저혈당증,구토,피로,불안,발한,두통,메스꺼움,시력 흐림 및 왜곡,과도한 허기,말이 어눌함,성미 급함,심계항진,,,,,,,내과
저혈당증,구토,피로,불안,발한,두통,메스꺼움,시력 흐림 및 왜곡,과도한 허기,입술의 건조 및 따끔거림,말이 어눌함,성미 급함,심계항진,,,,,,내과
저혈당증,구토,피로,불안,발한,두통,메스꺼움,시력 흐림 및 왜곡,과도한 허기,입술의 건조 및 따끔거림,말이 어눌함,성미 급함,심계항진,,,,,,내과
저혈당증,피로,불안,발한,두통,메스꺼움,시력 흐림 및 왜곡,과도한 허기,입술의 건조 및 따끔거림,말이 어눌함,성미 급함,심계항진,,,,,,,내과
저혈당증,구토,불안,발한,두통,메스꺼움,시력 흐림 및 왜곡,과도한 허기,입술의 건조 및 따끔거림,말이 어눌함,성미 급함,심계항진,,,,,,,내과
저혈당증,구토,피로,발한,두통,메스꺼움,시력 흐림 및 왜곡,과도한 허기,입술의 건조 및 따끔거림,말이 어눌함,성미 급함,심계항진,,,,,,,내과
저혈당증,구토,피로,불안,두통,메스꺼움,시력 흐림 및 왜곡,과도한 허기,입술의 건조 및 따끔거림,말이 어눌함,성미 급함,심계항진,,,,,,,내과
저혈당증,구토,피로,불안,발한,메스꺼움,시력 흐림 및 왜곡,과도한 허기,입술의 건조 및 따끔거림,말이 어눌함,성미 급함,심계항진,,,,,,,내과
저혈당증,구토,피로,불안,발한,두통,시력 흐림 및 왜곡,과도한 허기,입술의 건조 및 따끔거림,말이 어눌함,성미 급함,심계항진,,,,,,,내과
저혈당증,구토,피로,불안,발한,두통,메스꺼움,과도한 허기,입술의 건조 및 따끔거림,말이 어눌함,성미 급함,심계항진,,,,,,,내과
골관절염,관절통,목 통증,무릎 통증,고관절 통증,관절 부종,통증을 동반한 걷기,,,,,,,,,,,,종합병원
골관절염,관절통,목 통증,무릎 통증,고관절 통증,관절 부종,통증을 동반한 걷기,,,,,,,,,,,,종합병원
골관절염,목 통증,무릎 통증,고관절 통증,관절 부종,통증을 동반한 걷기,,,,,,,,,,,,,종합병원
골관절염,관절통,무릎 통증,고관절 통증,관절 부종,통증을 동반한 걷기,,,,,,,,,,,,,종합병원
골관절염,관절통,목 통증,고관절 통증,관절 부종,통증을 동반한 걷기,,,,,,,,,,,,,종합병원
골관절염,관절통,목 통증,무릎 통증,관절 부종,통증을 동반한 걷기,,,,,,,,,,,,,종합병원
골관절염,관절통,목 통증,무릎 통증,고관절 통증,통증을 동반한 걷기,,,,,,,,,,,,,종합병원
골관절염,관절통,목 통증,무릎 통증,고관절 통증,관절 부종,,,,,,,,,,,,,종합병원
골관절염,관절통,목 통증,무릎 통증,고관절 통증,관절 부종,통증을 동반한 걷기,,,,,,,,,,,,종합병원
골관절염,관절통,목 통증,무릎 통증,고관절 통증,관절 부종,통증을 동반한 걷기,,,,,,,,,,,,종합병원
관절염,근육 약화,목 경직,관절 부종,움직임의 경직,통증을 동반한 걷기,,,,,,,,,,,,,종합병원
관절염,근육 약화,목 경직,관절 부종,움직임의 경직,통증을 동반한 걷기,,,,,,,,,,,,,종합병원
관절염,목 경직,관절 부종,움직임의 경직,통증을 동반한 걷기,,,,,,,,,,,,,,종합병원
관절염,근육 약화,관절 부종,움직임의 경직,통증을 동반한 걷기,,,,,,,,,,,,,,종합병원
관절염,근육 약화,목 경직,움직임의 경직,통증을 동반한 걷기,,,,,,,,,,,,,,종합병원
관절염,근육 약화,목 경직,관절 부종,통증을 동반한 걷기,,,,,,,,,,,,,,종합병원
관절염,근육 약화,목 경직,관절 부종,움직임의 경직,통증을 동반한 걷기,,,,,,,,,,,,,종합병원
관절염,근육 약화,목 경직,관절 부종,움직임의 경직,,,,,,,,,,,,,,종합병원
관절염,근육 약화,목 경직,관절 부종,움직임의 경직,통증을 동반한 걷기,,,,,,,,,,,,,종합병원
관절염,근육 약화,목 경직,관절 부종,움직임의 경직,통증을 동반한 걷기,,,,,,,,,,,,,종합병원
돌발성 위치성 현훈,구토,두통,메스꺼움,회전 동작,균형 상실,불안정성,,,,,,,,,,,,신경과
